ID_SITE_RATTACHE,HOSPI_CODE_UCD,YEAR,MONTH,QUANTITY,N_UFS,DATE,N_ETB,POPULATION,P_MEDICAL,PN_MEDICAL,LIT_HC,LIT_HP,SEJ_MCO,SEJ_HAD,SEJ_PSY,SEJ_SSR,SEJ_SLD,ID_SITE_RATTACHE_NUM
HOSPI_1,3400893875490,2013,7,90.0,1.0,2013-07,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400893875490,2013,7,0.0,2.0,2013-07,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893875490,2013,7,0.0,11.0,2013-07,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893875490,2013,7,0.0,2.0,2013-07,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400890837149,2013,8,160.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400890837149,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400890837149,2013,8,0.0,2.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400890837149,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891191226,2013,8,440.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400891191226,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891191226,2013,8,0.0,8.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891191226,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891225037,2013,8,2190.0,4.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400891225037,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891225037,2013,8,0.0,4.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891225037,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891235203,2013,8,0.0,1.0,2013-08,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400891235203,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891235203,2013,8,0.0,4.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891235203,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891996128,2013,8,4920.0,3.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400891996128,2013,8,0.0,5.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891996128,2013,8,0.0,13.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891996128,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892052120,2013,8,0.0,1.0,2013-08,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400892052120,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892052120,2013,8,0.0,1.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892052120,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892065366,2013,8,1110.0,2.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892065366,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892065366,2013,8,0.0,5.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892065366,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892075761,2013,8,110.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892075761,2013,8,0.0,3.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892075761,2013,8,0.0,5.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892075761,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892088310,2013,8,180.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892088310,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892088310,2013,8,0.0,1.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892088310,2013,8,0.0,2.0,2013-08,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,4
HOSPI_1,3400892203645,2013,8,60.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892203645,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892203645,2013,8,0.0,6.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892203645,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892508566,2013,8,0.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892508566,2013,8,0.0,1.0,2013-08,5.0,541454.0,703.0,5007.0,1159.0,139.0,74663.0,0.0,1193.0,237.0,0.0,2
HOSPI_3,3400892508566,2013,8,0.0,3.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892508566,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892669236,2013,8,1212.0,4.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892669236,2013,8,0.0,3.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892669236,2013,8,0.0,1.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892669236,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892697789,2013,8,180.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892697789,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892697789,2013,8,0.0,2.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892697789,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892729589,2013,8,0.0,5.0,2013-08,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400892729589,2013,8,0.0,7.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892729589,2013,8,0.0,4.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892729589,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892745848,2013,8,0.0,1.0,2013-08,12.0,571879.0,684.0,5295.0,1411.0,94.0,74102.0,0.0,0.0,1140.0,57.0,1
HOSPI_2,3400892745848,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892745848,2013,8,0.0,1.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892745848,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892761527,2013,8,150.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892761527,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892761527,2013,8,0.0,10.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892761527,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892761695,2013,8,60.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892761695,2013,8,0.0,1.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892761695,2013,8,0.0,5.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892761695,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400893022634,2013,8,0.0,1.0,2013-08,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400893022634,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893022634,2013,8,0.0,1.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893022634,2013,8,0.0,1.0,2013-08,39.0,1859524.0,2627.0,15723.0,4477.0,486.0,255490.0,0.0,837.0,8416.0,209.0,4
HOSPI_1,3400893736135,2013,8,40.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400893736135,2013,8,0.0,6.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893736135,2013,8,0.0,5.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893736135,2013,8,0.0,1.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400893826706,2013,8,70.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400893826706,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893826706,2013,8,0.0,4.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893826706,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400893875490,2013,8,390.0,1.0,2013-08,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400893875490,2013,8,0.0,2.0,2013-08,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893875490,2013,8,0.0,11.0,2013-08,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893875490,2013,8,0.0,2.0,2013-08,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400890837149,2013,9,350.0,3.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400890837149,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400890837149,2013,9,0.0,2.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400890837149,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891191226,2013,9,640.0,2.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400891191226,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891191226,2013,9,0.0,8.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891191226,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891225037,2013,9,2870.0,4.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400891225037,2013,9,0.0,2.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891225037,2013,9,0.0,4.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891225037,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891235203,2013,9,0.0,1.0,2013-09,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400891235203,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891235203,2013,9,0.0,4.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891235203,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400891996128,2013,9,7260.0,6.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400891996128,2013,9,0.0,5.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400891996128,2013,9,0.0,13.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400891996128,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892052120,2013,9,0.0,1.0,2013-09,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400892052120,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892052120,2013,9,0.0,1.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892052120,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892065366,2013,9,1200.0,2.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892065366,2013,9,0.0,2.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892065366,2013,9,0.0,5.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892065366,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892075761,2013,9,290.0,1.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892075761,2013,9,0.0,3.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892075761,2013,9,0.0,5.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892075761,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892088310,2013,9,960.0,3.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892088310,2013,9,0.0,2.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892088310,2013,9,0.0,1.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892088310,2013,9,0.0,2.0,2013-09,39.0,1843319.0,2556.0,15650.0,4500.0,467.0,254570.0,0.0,5.0,8464.0,285.0,4
HOSPI_1,3400892203645,2013,9,120.0,2.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892203645,2013,9,0.0,2.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892203645,2013,9,0.0,6.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892203645,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892508566,2013,9,340.0,1.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892508566,2013,9,0.0,1.0,2013-09,5.0,541454.0,703.0,5007.0,1159.0,139.0,74663.0,0.0,1193.0,237.0,0.0,2
HOSPI_3,3400892508566,2013,9,0.0,3.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892508566,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892669236,2013,9,1704.0,6.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892669236,2013,9,0.0,3.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892669236,2013,9,0.0,1.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892669236,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892697789,2013,9,490.0,1.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892697789,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892697789,2013,9,0.0,2.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892697789,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892729589,2013,9,0.0,5.0,2013-09,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400892729589,2013,9,0.0,7.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892729589,2013,9,0.0,4.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892729589,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892745848,2013,9,0.0,1.0,2013-09,12.0,571879.0,684.0,5295.0,1411.0,94.0,74102.0,0.0,0.0,1140.0,57.0,1
HOSPI_2,3400892745848,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892745848,2013,9,0.0,1.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892745848,2013,9,0.0,2.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892761527,2013,9,350.0,1.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892761527,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892761527,2013,9,0.0,10.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892761527,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400892761695,2013,9,460.0,1.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400892761695,2013,9,0.0,1.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400892761695,2013,9,0.0,5.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400892761695,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
HOSPI_1,3400893022634,2013,9,0.0,1.0,2013-09,12.0,571632.0,684.0,5321.0,1418.0,151.0,71879.0,0.0,0.0,1194.0,79.0,1
HOSPI_2,3400893022634,2013,9,0.0,2.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893022634,2013,9,0.0,1.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893022634,2013,9,0.0,1.0,2013-09,39.0,1859524.0,2627.0,15723.0,4477.0,486.0,255490.0,0.0,837.0,8416.0,209.0,4
HOSPI_1,3400893736135,2013,9,140.0,1.0,2013-09,12.0,571675.0,683.0,5270.0,1471.0,112.0,72785.0,0.0,0.0,1049.0,109.0,1
HOSPI_2,3400893736135,2013,9,0.0,6.0,2013-09,5.0,539067.0,714.0,5001.0,1157.0,187.0,75420.0,0.0,1236.0,261.0,0.0,2
HOSPI_3,3400893736135,2013,9,0.0,5.0,2013-09,50.0,1107398.0,1158.0,7129.0,2063.0,521.0,117781.0,594.0,2903.0,1302.0,97.0,3
HOSPI_4,3400893736135,2013,9,0.0,1.0,2013-09,39.0,1835903.0,2526.0,15604.0,4536.0,470.0,247827.0,0.0,22.0,7902.0,163.0,4
